67.14,15.96,107.4,-24.3,3.9
300.15,-72.91,79.9,-131.6,3.9
193.65,-57.18,-29.1,-12.0,3.9
237.74,-33.63,-7.2,-28.4,3.9
42.67,55.90,17.4,-14.8,3.9
210.96,-60.37,-34,-25.1,4.0
6.55,-43.68,106.4,31.4,4.0
296.85,18.53,5.7,10.0,4.0
248.36,-78.90,-125.6,-77.9,4.0
220.49,-37.79,-28.9,-28.6,4.0
270.16,2.93,0,-8.9,4.0
56.05,-64.81,310.7,83.5,4.0
243.86,-63.69,4,-13.2,4.0
354.39,46.46,159.1,-421.6,4.0
63.50,-42.29,41.6,-204.5,4.0
221.97,-79.04,-6.2,-15.5,4.0
275.92,21.77,197.3,-243.5,4.0
82.80,-35.47,25.5,-33.9,4.0
156.52,-16.84,-129.2,-80.2,4.0
269.06,37.25,2.7,7.2,4.0
172.85,69.33,-41.5,-18.6,4.0
347.59,-45.25,133.3,-29.3,4.0
2.35,-45.75,117.1,-179.3,4.0
278.80,-8.24,-18.9,-313.9,4.0
318.96,5.25,52.7,-85.8,4.0
17.10,-55.25,24.6,30.4,4.0
34.33,33.85,44.8,-53.0,4.0
108.70,-26.77,-12.1,7.8,4.0
219.47,-49.43,-27.3,-30.9,4.0
201.31,54.99,119,-18.3,4.0
299.08,35.08,-33.9,-27.7,4.0
297.04,70.27,78.6,39.2,4.0
135.61,-66.40,-2.6,-91.6,4.0
25.92,50.69,23.7,-14.8,4.0
184.61,-64.00,-36.7,-10.0,4.0
148.19,26.01,-216.4,-54.6,4.0
156.10,-74.03,-16.3,-28.3,4.0
227.21,-45.28,-11.8,-21.8,4.0
69.55,-14.30,-76,-167.2,4.0
59.74,35.79,1.5,2.1,4.0
202.76,-39.41,-13.8,-11.7,4.0
215.14,-37.89,-64.4,-10.7,4.0
170.28,6.03,-93.2,-12.8,4.0
349.36,-58.24,-26.5,78.4,4.0
144.96,-1.14,47.7,-62.3,4.0
115.31,-9.55,-74.6,-19.4,4.0
103.53,-24.18,-1.6,4.9,4.0
307.35,30.37,5.7,-1.1,4.0
22.81,-49.07,138.6,152.7,4.0
131.17,18.15,-17,-227.9,4.0
106.03,20.57,-6,-1.8,4.1
109.21,-67.96,-4,8.8,4.1
167.15,-58.98,-4.4,2.1,4.1
240.47,58.57,-319.3,336.2,4.1
170.98,10.53,152.5,-65.2,4.1
117.31,-46.37,-3.5,9.6,4.1
130.03,-35.31,8.4,-22.0,4.1
89.79,-42.82,18.3,-10.0,4.1
298.12,1.01,8.4,-8.3,4.1
115.46,-72.61,33.4,15.8,4.1
359.83,6.86,147.9,-112.9,4.1
62.97,-6.84,11.2,81.7,4.1
99.17,-19.26,63.3,-69.2,4.1
35.44,-68.66,-49.2,1.4,4.1
337.32,-43.50,25.6,-2.8,4.1
105.94,-15.63,-0.9,-10.9,4.1
143.61,-59.23,-11,6.2,4.1
323.50,45.59,-25.2,-95.0,4.1
87.87,39.15,-4.4,5.8,4.1
39.90,-68.27,84.8,0.7,4.1
287.37,-37.90,85.3,-98.2,4.1
124.63,-76.92,110.4,107.0,4.1
216.30,51.85,-236.8,-399.4,4.1
30.51,2.76,41.8,-11.0,4.1
97.24,20.21,-4.6,-14.0,4.1
47.27,49.61,1262.6,-91.5,4.1
93.71,-6.27,-6,-19.3,4.1
44.57,-40.30,-2.9,4.3,4.1
125.63,-59.51,-25.3,22.7,4.1
244.96,-50.16,-158.4,-53.7,4.1
75.85,60.44,-4.7,-15.3,4.1
66.01,-34.02,71,55.1,4.1
131.67,28.76,-23.7,-43.2,4.1
355.10,44.33,79.7,-17.6,4.1
280.76,-71.43,1.1,-156.8,4.1
284.91,15.07,-51.3,-74.1,4.1
285.42,-5.74,-23.6,-40.3,4.1
129.41,5.70,-68.4,-6.2,4.1
107.97,-0.49,-0.6,6.3,4.1
129.41,-42.99,-11.2,9.4,4.1
233.23,31.36,-19.6,-6.2,4.1
122.37,-47.35,-0.6,9.7,4.1
131.10,-42.65,-24.4,19.0,4.1
247.73,1.98,-21.3,-87.7,4.1
56.58,23.95,18.9,-46.7,4.2
90.60,9.65,11.7,-34.1,4.2
341.51,-81.38,-59.1,-0.4,4.2
303.87,47.71,1.8,4.5,4.2
132.63,-27.71,-133.3,87.9,4.2
340.16,-27.04,26.6,-1.4,4.2
30.00,-21.08,134.1,-24.6,4.2
233.70,10.54,-72.4,13.1,4.2
241.65,-36.80,-18.6,-29.5,4.2
354.99,5.63,376.3,-436.5,4.2
181.72,-64.61,34,-37.2,4.2
214.10,46.09,-186.7,159.1,4.2
326.16,25.65,35,11.5,4.2
84.23,9.29,98.7,-305.2,4.2
261.59,-24.18,-1.4,-117.3,4.2
248.53,42.44,-10.8,53.8,4.2
164.94,-18.30,-461.7,128.8,4.2
112.28,31.78,157.2,186.9,4.2
176.63,-61.18,-21.8,-15.4,4.2
74.09,13.51,-75.1,-44.7,4.2
320.52,19.80,106.4,62.8,4.2
220.91,-35.17,-60.9,-178.1,4.2
247.85,-34.70,-10.7,-20.0,4.2
118.33,-48.10,-5.7,2.5,4.2
337.29,58.42,15.2,4.7,4.2
36.75,-47.70,17.9,-5.9,4.2
176.46,6.53,-14.3,-177.4,4.2
184.59,-79.31,-38.3,12.9,4.2
147.87,-14.85,17.8,-25.3,4.2
275.19,71.34,-5.5,32.7,4.2
207.37,15.80,-93.7,43.1,4.2
342.40,-13.59,-13.3,-38.0,4.2
77.29,-8.75,0.4,-2.6,4.2
181.30,8.73,-220,52.0,4.2
66.34,22.29,107.6,-44.4,4.2
41.03,-13.86,-8.4,-12.6,4.2
242.19,44.93,-28,39.8,4.2
271.36,2.50,276.3,-1091.8,4.2
254.90,-53.16,0.6,20.3,4.2
277.21,-49.07,139.3,-228.4,4.2
345.22,-52.75,-68.3,-12.4,4.2
40.17,-39.86,135.9,-27.9,4.2
113.98,26.90,-32.4,-105.5,4.2
287.51,-39.34,6.3,-36.0,4.2
196.73,-49.91,-25.8,-12.7,4.2
103.55,-12.04,-138.9,-15.0,4.2
234.18,-66.32,24.7,-55.0,4.2
298.82,-41.87,21.9,57.8,4.2
80.99,-7.81,-15.2,-42.1,4.2
63.72,48.41,5.5,-18.0,4.2
70.56,22.96,-2.5,-14.6,4.2
79.89,-13.18,-1.2,-3.0,4.2
265.35,-12.88,-72.2,-55.1,4.2
238.46,-16.73,100.7,135.5,4.2
281.42,20.55,-9,-336.2,4.2
52.72,12.94,18.7,-1.7,4.2
319.35,39.39,0.2,-4.3,4.2
130.81,3.40,-19.3,-1.8,4.2
210.41,1.54,16.9,-21.0,4.3
341.67,12.17,233.6,-492.2,4.3
42.65,38.32,197.7,-106.1,4.3
331.61,-13.87,39.9,-57.7,4.3
37.04,8.46,37.5,-7.2,4.3
66.37,17.93,116.9,-33.5,4.3
61.65,50.35,-22.3,-46.5,4.3
119.21,-22.88,-28.6,10.8,4.3
56.71,-23.25,-159.9,-529.1,4.3
354.53,43.27,28.9,-0.7,4.3
57.36,-36.20,-51.2,-53.6,4.3
63.88,8.89,20.9,-21.5,4.3
325.88,58.78,5.1,-3.8,4.3
134.62,11.86,34.5,-35.3,4.3
334.21,-7.78,119.2,-21.4,4.3
206.42,-33.04,-461.2,-146.5,4.3
68.91,10.16,52.7,-51.0,4.3
56.30,24.47,20.1,-44.8,4.3
237.18,18.14,-52.5,-88.0,4.3
239.40,26.88,-78.9,-63.0,4.3
14.65,-29.36,21.6,6.1,4.3
193.36,-40.18,67.5,-21.2,4.3
69.54,12.51,101.6,-15.8,4.3
333.99,37.75,7.9,2.5,4.3
158.87,-78.61,-37.6,11.4,4.3
337.88,-32.35,60.7,-20.7,4.3
7.89,-62.96,83.9,-56.4,4.3
17.38,47.24,0,-10.8,4.3
64.01,-51.49,101.5,184.7,4.3
5.02,-64.87,1708.4,1164.8,4.3
303.35,56.57,62.4,82.1,4.3
222.91,-43.58,-27.1,-26.2,4.3
312.96,-26.92,-8.2,-2.6,4.3
130.15,-59.76,-8,6.3,4.3
54.12,48.19,19.4,-28.9,4.3
66.58,22.81,110.3,-46.7,4.3
156.97,36.71,-119.7,-105.3,4.3
197.97,27.88,-800.9,882.2,4.3
41.24,10.11,285,-31.2,4.3
188.44,41.36,-704.9,292.4,4.3
290.80,-44.80,94.5,-57.0,4.3
211.51,-41.18,-23.7,-21.6,4.3
251.49,82.04,20.6,2.3,4.3
343.99,-32.54,14.3,30.1,4.3
261.84,-29.87,15.7,-136.9,4.3
272.19,20.81,-2.4,-7.1,4.3
9.22,33.72,8.5,-2.9,4.3
89.38,-35.28,-2.7,11.0,4.3
326.24,-33.03,32.4,-94.0,4.3
299.93,-35.28,6.2,-25.3,4.3
332.50,33.18,-13.6,-18.7,4.3
213.22,-10.27,6.9,141.3,4.3
169.55,31.53,-453.7,-591.4,4.3
260.21,-12.85,41.5,0.6,4.3
337.44,-43.75,-11.9,4.1,4.3
132.11,5.84,-19,-30.2,4.3
184.39,-67.96,-230.4,-25.5,4.3
311.42,30.72,-7.6,23.8,4.3
231.12,37.38,-146.9,85.5,4.3
49.98,-43.07,3038.2,728.3,4.3
281.79,-4.75,-7,-16.9,4.3
188.02,-16.20,-424.9,-57.2,4.3
263.05,86.59,9.5,54.6,4.3
304.41,-12.51,22.7,-1.2,4.3
281.19,37.61,24.8,24.0,4.3
72.65,8.90,-0.7,-31.3,4.3
178.23,-33.91,-56.3,-2.0,4.3
250.77,-77.52,-282.8,-355.5,4.3
249.09,-35.26,15.2,12.3,4.3
253.50,10.17,-53.6,-33.5,4.3
215.08,-56.39,-10.1,-6.9,4.3
180.76,-63.31,-152.3,5.4,4.3
353.24,-37.82,89.8,33.2,4.4
54.22,0.40,-233.4,-482.1,4.4
86.19,-65.74,-29.6,7.9,4.4
283.83,43.95,19.9,81.3,4.4
311.66,16.12,-30.5,-198.4,4.4
281.76,18.18,72.3,117.4,4.4
144.21,-49.36,-131.5,38.2,4.4
272.15,-63.67,17.2,-201.0,4.4
10.84,-57.46,-4.3,11.9,4.4
241.09,-11.37,-71.5,-34.5,4.4
348.97,-9.09,369.6,-16.8,4.4
98.74,-52.98,-8.4,11.7,4.4
17.19,86.26,79.8,-10.7,4.4
15.74,7.89,-79.9,25.9,4.4
83.71,9.49,0,-3.0,4.4
122.26,-19.25,-13.9,-5.4,4.4
26.35,9.16,71.4,44.4,4.4
115.83,28.88,62.6,-230.8,4.4
91.89,14.77,5.9,-21.0,4.4
215.76,-39.51,-24,-20.1,4.4
104.03,-17.05,-2.4,3.6,4.4
288.44,39.15,-1.9,-0.7,4.4
69.17,41.26,-5.1,-16.3,4.4
320.56,-16.83,30.2,5.3,4.4
247.78,-16.61,-45,-37.7,4.4
